,,,,,,
LSPS INCs for Operational Dashboard,,,,,,
,,,,,,
INC600860,Barclaycard ICA2182 MRS IVR Redemptions displaying incorrect date since Sept 21st,,,ACT2064160,,
INC600860,Barclaycard ICA2182 MRS IVR Redemptions displaying incorrect date since Sept 21st,,,PRB61426,,
INC600948,outbound EVF failures at Barclaycard ICA 10868,,,ACT2070845,,
INC603184,Automated Exceptions is freezing up,,,ACT2078215,,
INC603184,Automated Exceptions is freezing up,,,PRB61522,,
INC603184,Automated Exceptions is freezing up,,,PRQ153826,,
INC603267,SSFCU - Missing Cashback Redemptions,,,ACT2058306,,
INC603267,SSFCU - Missing Cashback Redemptions,,,PRB61532,,
INC603512,batch failures on duplicate rebate information in RM37,,,ACT2086072,,
INC603512,batch failures on duplicate rebate information in RM37,,,PRB61545,,
INC605181,MTF - System Maintenance - Offer setup error,,,ACT2079840,,
INC605181,MTF - System Maintenance - Offer setup error,,,PRB61597,,
INC605551,ICA 3662 ID Credits not reflected in MRS,,,ACT2079844,,
INC605551,ICA 3662 ID Credits not reflected in MRS,,,PRB61613,,
INC610349,PRODUCTION Issue with Credit Redemptions and setting in System Maintenance,,,ACT2074736,,
INC610349,PRODUCTION Issue with Credit Redemptions and setting in System Maintenance,,,SRQ2223188,,
INC610478,Code Fix for HH EVF File--M&T Bank Commercial Card MRS Implementation - ICA 3154,,,ACT2095337,,
INC610478,Code Fix for HH EVF File--M&T Bank Commercial Card MRS Implementation - ICA 3154,,,PRB61781,,
INC612414,CHS - Expired ICAs are showing up when doing an issuer search,,,ACT2117863,,
INC612414,CHS - Expired ICAs are showing up when doing an issuer search,,,INC612419,,
INC612419,CHS - Expired ICAs are showing up when doing an issuer search,,,INC612414,,
INC612419,CHS - Expired ICAs are showing up when doing an issuer search,,,PRB61838,,
INC613474,CHS-Issues with Access Denied error message,,,ACT2123713,,
INC613474,CHS-Issues with Access Denied error message,,,PRB61924,,
INC613537,CHS-Benefit Instance Coverage Group not showing the expiration date,,,ACT2123694,,
INC613537,CHS-Benefit Instance Coverage Group not showing the expiration date,,,PRB61930,,
INC613807,Possible past release Issue with Bonus point usage with Cash Back redemptions,,,ACT2125462,,
INC613807,Possible past release Issue with Bonus point usage with Cash Back redemptions,,,PRB61942,,
INC614445,Global Config/Text Override/Label Text 2/Web Service Text/Verification Generic throwing errors on data entry,,,ACT2108115,,
INC614445,Global Config/Text Override/Label Text 2/Web Service Text/Verification Generic throwing errors on data entry,,,PRB61966,,
INC617042,Truaxis MVN Service and Activity Requests (14858),,,ACT2136417,,
INC617042,Truaxis MVN Service and Activity Requests (14858),,,PRB62078,,
INC618335,CHS-Missing field in SDP Benefit Instance Module,,,ACT2141701,,
INC618335,CHS-Missing field in SDP Benefit Instance Module,,,PRB62131,,
INC618343,CHS-IVR and Coverage Groups,,,ACT2138251,,
INC618343,CHS-IVR and Coverage Groups,,,PRB62132,,
INC619216,Keybank ICA 6687 Production Data Privacy Issue,,,ACT2145518,,
INC619216,Keybank ICA 6687 Production Data Privacy Issue,,,PRB62188,,
INC621551,Surpreenda - Error to redeem voucher if not logged,,,ACT2151722,,
INC621551,Surpreenda - Error to redeem voucher if not logged,,,PRB62301,,
INC623943,rebating process needs to determine which DE26 CAB Code to use based off IRD in rebate header,,,ACT2127033,,
INC623943,rebating process needs to determine which DE26 CAB Code to use based off IRD in rebate header,,,PRB62398,,
INC623943,rebating process needs to determine which DE26 CAB Code to use based off IRD in rebate header,,,PRB64308,,
INC624841,ZERO point redemptions for replacement items are not displaying in MRS Customer Service redemption history,,,ACT2159152,,
INC624841,ZERO point redemptions for replacement items are not displaying in MRS Customer Service redemption history,,,PRB62433,,
INC627101,Fifth Third Householding Issue,,,PRB63829,,
INC628375,SSFCU - MTF MRS - Please provide a fix for website security message issue,,,ACT2106096,,
INC628375,SSFCU - MTF MRS - Please provide a fix for website security message issue,,,PRB62557,,
INC629866,M&T Bank Commercial Card MRS MTF Statement showing points incorrectly,,,ACT2177249,,
INC629866,M&T Bank Commercial Card MRS MTF Statement showing points incorrectly,,,PRB62632,,
INC631355,Need to enforce the length properly for the file contains multibyte character,,,PRB62714,,
INC632045,MRS Applications are Experiencing slowness due to DB Hung,,,SRQ2396406,,
INC632045,MRS Applications are Experiencing slowness due to DB Hung,,,SRQ2396273,,
INC632359,CHS - GSC Administered Service blank,,,ACT2179823,,
INC632359,CHS - GSC Administered Service blank,,,PRB62720,,
INC634048,"Automated Exceptions - customer only needs to change 1 field in AE but application forces modification each reported data cell, user can’t make simple change and resubmit, nor can they reset to original submitted value",,,ACT2192992,,
INC634048,"Automated Exceptions - customer only needs to change 1 field in AE but application forces modification each reported data cell, user can’t make simple change and resubmit, nor can they reset to original submitted value",,,ACT2571757,,
INC634048,"Automated Exceptions - customer only needs to change 1 field in AE but application forces modification each reported data cell, user can’t make simple change and resubmit, nor can they reset to original submitted value",,,PRB62791,,
INC634048,"Automated Exceptions - customer only needs to change 1 field in AE but application forces modification each reported data cell, user can’t make simple change and resubmit, nor can they reset to original submitted value",,,PRB65911,,
INC635540,Need to disable the debug option in MRS.PKG_CASH_BACK_REDEMPTIONS.PRC_CREATE_PWR_CASHBACK_REDEMP,,,PRB62869,,
INC635572,"runMRSPWRLCBRebates.sh failures due to cannot insert NULL into (""MRS"".""TRANS_REBATE_EXTERNAL"".""REBATE_ACCOUNT_NUM"")",,,PRB62872,,
INC639309,error in doItemRedemption web service preventing multiple items in a single call,,,CHG138528,,
INC639309,error in doItemRedemption web service preventing multiple items in a single call,,,PRB63057,,
INC640383,MRS VN PRODUCTION Issue Needs Dev FIX,,,ACT2240542,,
INC640383,MRS VN PRODUCTION Issue Needs Dev FIX,,,PRB63083,,
INC640744,ACACIA File Layout ENHANCEMENT for DATA PRIVACY on PII Data,,,ACT2241371,,
INC640744,ACACIA File Layout ENHANCEMENT for DATA PRIVACY on PII Data,,,PRB63105,,
INC643796,LPM - inaccurate descriptions in Step 4 and 5,,,ACT2189463,,
INC643796,LPM - inaccurate descriptions in Step 4 and 5,,,PRB63222,,
INC645461,BRANDIMPACT - Program Information / F9 Screen not working in MRS,,,ACT2250120,,
INC645461,BRANDIMPACT - Program Information / F9 Screen not working in MRS,,,PRB63273,,
INC646683,Users are unable to login to WebFocus (MRS CE reporting) via MCC,,,PRB63407,,
INC646927,LPM issue with Award Rule,,,ACT2254226,,
INC646927,LPM issue with Award Rule,,,PRB63361,,
INC648056,Surpreenda - Priceless Enrollment - Layout issue,,,ACT2260910,,
INC648056,Surpreenda - Priceless Enrollment - Layout issue,,,PRB63424,,
INC650827,Session Timeout Error Message,,,ACT2273489,,
INC650827,Session Timeout Error Message,,,PRB63542,,
INC651823,Problem rewards,,,SRQ2510655,,
INC655343,MINOR: MCI-STL mrs2stl1 TWS_JOB_ABEND: Job SMRS0050D has failed.,,,INC656128,,
INC656128,MINOR: MCI-STL mrs2stl1 TWS_JOB_ABEND: Job SMRS0050D has failed.,,,INC655343,,
INC656296,Trace appears left on for process promoRebates,,,PRB63750,,
INC656606,MRS Customer Service and Redemptions Not available,,,SRQ2550035,,
INC657461,Production Sunmark Online Household with Auth is Failing,,,ACT2312133,,
INC657461,Production Sunmark Online Household with Auth is Failing,,,PRB63788,,
INC657587,14.1 BUG - EXTRL_TRVL_RDMPTN_DTL (PROD) - Invalid PARENT_ACCESS_ID,,,ACT2325759,,
INC657587,14.1 BUG - EXTRL_TRVL_RDMPTN_DTL (PROD) - Invalid PARENT_ACCESS_ID,,,PRB63795,,
INC657623,Redemption Detail Report Points Column showing zero points,,,ACT2313504,,
INC657627,Redemption Detail Report Points Column showing zero points,,,ACT2313504,,
INC657627,Redemption Detail Report Points Column showing zero points,,,PRB63806,,
INC658040,KeyBank MRS website down,,,SRQ2557186,,
INC658198,Web Service 1.0 - getCustomerVerificationCS has 2-digit year,,,ACT2279228,,
INC658198,Web Service 1.0 - getCustomerVerificationCS has 2-digit year,,,PRB63828,,
INC658423,"MTF Website update error, Russian Standard Bank (10910)",,,ACT2333010,,
INC658423,"MTF Website update error, Russian Standard Bank (10910)",,,PRB63831,,
INC658486,when a Lost Stolen record tries to migrate an account BACK to a card number that was previously used on the account,,,PRB63849,,
INC659236,Datamart Qualification Activity Report Issue-Production,,,ACT2338087,,
INC659236,Datamart Qualification Activity Report Issue-Production,,,PRB63872,,
INC659400,"Data Mart Reporting 2.0 // ""All"" option is not available on Issuers menu",,,ACT2340886,,
INC659400,"Data Mart Reporting 2.0 // ""All"" option is not available on Issuers menu",,,PRB63885,,
INC662807,DEFECT:  TRAN_DT on AUTH_REQUEST_LOG and AUTH_RESPONSE_LOG is storing INCORRECT DATE,,,ACT2332724,,
INC662807,DEFECT:  TRAN_DT on AUTH_REQUEST_LOG and AUTH_RESPONSE_LOG is storing INCORRECT DATE,,,PRB63912,,
INC663204,Issues with Surpreenda reports,,,PRB63935,,
INC664361,"LPM - Unnecessary, non-functioning setup in step 5",,,PRB64009,,
INC665099,runMRSLBMerchantFiltering.sh failing due to SNAPSHOT being too old,,,PRB64036,,
INC665413,DataMart - Defect with multi program selection in Promo Repo,,,ACT2329704,,
INC665413,DataMart - Defect with multi program selection in Promo Repo,,,PRB64041,,
INC665948,MRS CE login issues-mrs_webchecks/WebCheck-MRS-www.loyaltyrewards.com-KeyBankRewards is CRITICAL,,,SRQ2591561,,
INC667810,Promo monitoring report- lanaguage issue,,,ACT2365349,,
INC667810,Promo monitoring report- lanaguage issue,,,PRB64138,,
INC667931,Issue with entering new item in MRS with special character,,,PRB64148,,
INC668423,MSG sent messages twice resulting in duplicate vouchers,,,ACT2370492,,
INC668423,MSG sent messages twice resulting in duplicate vouchers,,,PRB64161,,
INC670246,Production Issue - Ts and Cs,,,ACT2382922,,
INC670246,Production Issue - Ts and Cs,,,PRB64223,,
INC670254,Book Travel Tab has beeb Removed- URGENT,,,ACT2379456,,
INC670254,Book Travel Tab has beeb Removed- URGENT,,,PRB64224,,
INC670312,Unable to Launch Online Travel From Customer Service - PROD,,,ACT2379166,,
INC670312,Unable to Launch Online Travel From Customer Service - PROD,,,PRB64226,,
INC670949,runMrsMerchRewardsnSend.sh enhance to FAIL if -s provided and not data in config file,,,ACT2382958,,
INC670949,runMrsMerchRewardsnSend.sh enhance to FAIL if -s provided and not data in config file,,,PRB64257,,
INC671019,Production Defect - Enrollment not working in Customer Service,,,ACT2389134,,
INC671019,Production Defect - Enrollment not working in Customer Service,,,PRB64268,,
INC671019,Production Defect - Enrollment not working in Customer Service,,,SRQ2619550,,
INC671042,Date selection in DataMart 2.0 needs to allow to go back to 2002,,,ACT2373290,,
INC671042,Date selection in DataMart 2.0 needs to allow to go back to 2002,,,PRB64270,,
INC671294,CS - Redemptions - Issue updating address,,,ACT2381087,,
INC671294,CS - Redemptions - Issue updating address,,,PRB64278,,
INC671294,CS - Redemptions - Issue updating address,,,SRQ2592579,,
INC671473,Incorrect columns under Redemption History,,,ACT2391685,,
INC671473,Incorrect columns under Redemption History,,,SRQ2625348,,
INC671473,Incorrect columns under Redemption History,,,SRQ2651121,,
INC672575,Production Issue: Online Cashback Settings in System Maintenance set to None,,,ACT2394178,,
INC672575,Production Issue: Online Cashback Settings in System Maintenance set to None,,,PRB64317,,
INC672752,ACT2363929 - CS date sort order on points to expire,,,ACT2363929,,
INC672752,ACT2363929 - CS date sort order on points to expire,,,PRB64334,,
INC673183,System Maintenance not being able to copy issuer cost in local amount and local currency code,,,ACT2373848,,
INC673183,System Maintenance not being able to copy issuer cost in local amount and local currency code,,,PRB64357,,
INC673916,MRS Keybank site down -- oracle errors in logs,,,INC673917,,
INC675215,System Maintenance > Promotions > Promotions > Rebate > Business Partner List of Values - characters are not getting displayed,,,PRB64404,,
INC675216,Trigger enhancement to prevent Point Expiration missing setup,,,PRB64393,,
INC675642,MRS EMP VIEW - Add additional field,,,ACT2408420,,
INC675642,MRS EMP VIEW - Add additional field,,,PRB64422,,
INC676151,Prod Defect: M&T Bank Point Purchase,,,ACT2417390,,
INC676151,Prod Defect: M&T Bank Point Purchase,,,PRB64452,,
INC676520,SANTANDER Mexico- Expired points on Word Elite,,,ACT2415384,,
INC676520,SANTANDER Mexico- Expired points on Word Elite,,,PRB64470,,
INC676577,Redemptions not completeing for Supreenda in Prod.,,,ACT2417225,,
INC676577,Redemptions not completeing for Supreenda in Prod.,,,PRB64477,,
INC677759,MRS System maintenance Slowness,,,ACT2416638,,
INC677759,MRS System maintenance Slowness,,,PRB64507,,
INC677839,Supreenda - Gabriela Lazarotto - case id - 371970,,,ACT2421775,,
INC677843,KeyBank Point Transfers are Failing,,,ACT2422556,,
INC677843,KeyBank Point Transfers are Failing,,,PRB64513,,
INC678145,PROD - Duplicate Data in Report:  External Online Travel Details (Issuer),,,ACT2409641,,
INC678145,PROD - Duplicate Data in Report:  External Online Travel Details (Issuer),,,PRB64522,,
INC678225,KeyBank/Truaxis File MTF,,,ACT2423305,,
INC678639,Correct missing Omniture tags,,,ACT2428638,,
INC678639,Correct missing Omniture tags,,,PRB64561,,
INC680620,A 30 record in which no account is found should not create a failure,,,PRB64593,,
INC680640,MRS Reporting tool timing out in prod,,,SRQ2679211,,
INC680704,Webservices 1.0 - doCustomerAccountUpdate method returning error.,,,PRB64603,,
INC680704,Webservices 1.0 - doCustomerAccountUpdate method returning error.,,,PRB64604,,
INC680704,Webservices 1.0 - doCustomerAccountUpdate method returning error.,,,SRQ2679938,,
INC682738,Incorrect Date format submitted in Vendor Response File is not throwing error,,,ACT2436090,,
INC682738,Incorrect Date format submitted in Vendor Response File is not throwing error,,,PRB64668,,
INC682744,Audit triggers need updating,,,PRB64669,,
INC682744,Audit triggers need updating,,,PRB64677,,
INC682744,Audit triggers need updating,,,PRB64678,,
INC682744,Audit triggers need updating,,,SRQ2692441,,
INC682802,Kinks page showing on logout for KeyBankrewards.com,,,CHG149763,,
INC682802,Kinks page showing on logout for KeyBankrewards.com,,,SRQ2691928,,
INC683552,Prod Defect: Recurring Redemption,,,ACT2445405,,
INC683552,Prod Defect: Recurring Redemption,,,PRB64712,,
INC683570,getCustomerVerificationCs method still checking for the old program_param_value entry for the Cobrand ID,,,PRB64715,,
INC683570,getCustomerVerificationCs method still checking for the old program_param_value entry for the Cobrand ID,,,SRQ2699544,,
INC683955,Automated Exceptions tool crashed on user and caused inaccurate rec_num_exceptions counts so file no longer displaying in dropdown,,,ACT2444511,,
INC683955,Automated Exceptions tool crashed on user and caused inaccurate rec_num_exceptions counts so file no longer displaying in dropdown,,,PRB64742,,
INC684134,Lost stolen migration failures - should go to Automated Exception,,,PRB64745,,
INC684273,M&T adjustment file processed with incorrect adjustment amounts.,,,SRQ2603547,,
INC685437,GSM workflow testing,,,PRB64784,,
INC685437,GSM workflow testing,,,SRQ2711177,,
INC685976,MRS System Maintenance - Screen Bug,,,ACT2446391,,
INC685976,MRS System Maintenance - Screen Bug,,,PRB64835,,
INC686426,Fuelman transaction volume research,,,ACT2464065,,
INC686426,Fuelman transaction volume research,,,PRB64888,,
INC686771,FW: Initial Testing Feedback - Portuguese version (CIS),,,ACT2464884,,
INC688003,Redemption Detail by bill date report on Data mart tool is not working correct,,,ACT2464190,,
INC688003,Redemption Detail by bill date report on Data mart tool is not working correct,,,PRB64939,,
INC689352,MRS Loyalty Gateway Translation Issue for Ukraine,,,ACT2470179,,
INC690371,SURPREENDA - Blank spaces,,,ACT2242233,,
INC690805,Surpreenda - Natura Offer - End Date is not updating - URGENT,,,ACT2479545,,
INC690818,Surpreenda - Natura Offer - End Date is not updating - URGENT,,,ACT2479545,,
INC691638,Statement Loader failed in PKG_PTS.FUN_GET_PT_BALANCE,,,PRB65104,,
INC691650,quarterly cashout did not execute completely - runMRSCashBackRedemptions.sh -a bc1 -p 10868 -m -h,,,ACT2481848,,
INC691650,quarterly cashout did not execute completely - runMRSCashBackRedemptions.sh -a bc1 -p 10868 -m -h,,,PRB65107,,
INC693305,runMRSLoadDats.sh overflow - system maintenance allows data definition greater than code base can handle,,,PRB65154,,
INC693945,Points expired in Customer Service not maching what is in keybank website.,,,ACT2485417,,
INC694372,MRS Prod Database  backup 2014-07-10,,,PRB65237,,
INC694372,MRS Prod Database  backup 2014-07-10,,,PRB65238,,
INC694372,MRS Prod Database  backup 2014-07-10,,,PRB65239,,
INC696395,Paypal cashout - No instances of the Redemption Source Code being null,,,PRB65254,,
INC696490,Points expired in Customer Service not maching what is in keybank website.,,,ACT2485417,,
INC700125,To enhance the script to Avoid Future Date time stamp issue,,,PRB65380,,
INC702990,Santander Brazil - Preview point issue - ICA 8328,,,ACT2467328,,
INC703029,DB session build up in pmrs1s_exa.world.  Impacting all Rewards applications and services.,,,PRB65507,,
INC703320,Need an enhancement in all EVF script to trim the EVF file(data record and header/trailer record as well),,,PRB65494,,
INC703350,DB Session build causing application performance issues.,,,PRB65507,,
INC703421,Login Time out error message,,,ACT2529470,,
INC703421,Login Time out error message,,,PRB65500,,
INC705898,Agent Bank - ICA #8217 Auto redemption not flushing out entire program,,,ACT2526565,,
INC705898,Agent Bank - ICA #8217 Auto redemption not flushing out entire program,,,PRB65107,,
INC706221,Get Point Balance-Mobile web-service Issue,,,ACT2541981,,
INC706257,Cash back file got failed due to buffer overflow,,,PRB65607,,
INC707283,Data mart is failing daily due to bulk commit,,,PRB65635,,
INC709470,End date for accrual rule is not being set currectly,,,ACT2560599,,
INC709517,CS is not able authenticate user_ids with lower case chars in SECURITY table.,,,ACT2560280,,
INC710187,VFF only using 2 characters for country code when should use 3,,,ACT2499547,,
INC710187,VFF only using 2 characters for country code when should use 3,,,PRB65732,,
INC711596,MRS 1.0 webservices - getCustomerVerificationCS returning numerical data for redeemSw data element,,,ACT2564074,,
INC711596,MRS 1.0 webservices - getCustomerVerificationCS returning numerical data for redeemSw data element,,,PRB65805,,
INC711955,SAML 1.1 (Banrisul) - Missing Attributes when launching Online Travel from Customer Service (MTF),,,ACT2531021,,
INC713450,Capital One ICA #1001- Redemption Detail Report and OLT,,,ACT2554907,,
INC713517,MTF System Maintenance > Promotion creation throwing error of DUPLICATE value,,,PRB65898,,
INC713547,Case Management - No redemption item description is displaying,,,ACT2576074,,
INC713547,Case Management - No redemption item description is displaying,,,PRB65902,,
INC713599,Issuer ica is mandatory for Surpreenda and take few critical decisions But this Issuer Ica is null in Prod.,,,PRB65903,,
INC713869,PMR3 not updating old cost record end date causing batch failures on runMRSWeeklyBilling.sh,,,PRB65913,,
INC714167,System Maintenance does not save the short description in Spanish,,,ACT2577633,,
INC714167,System Maintenance does not save the short description in Spanish,,,ACT2578845,,
INC714167,System Maintenance does not save the short description in Spanish,,,ACT2581161,,
INC714424,Catalog page number selection is causing firewall block and forces user to LoyaltyGateway.com,,,ACT2579583,,
INC714424,Catalog page number selection is causing firewall block and forces user to LoyaltyGateway.com,,,PRB65928,,
INC714424,Catalog page number selection is causing firewall block and forces user to LoyaltyGateway.com,,,SRQ2872313,,
INC714923,WS 2.0 -- doItemRedemption returning null for Redemption Number in MTF and production for Truaxis calls,,,ACT2580056,,
INC714923,WS 2.0 -- doItemRedemption returning null for Redemption Number in MTF and production for Truaxis calls,,,PRB65953,,
INC715976,"MRS Rewards,, Prod DB session build, sessions locks occuring.",,,SRQ2880534,,
INC715976,"MRS Rewards,, Prod DB session build, sessions locks occuring.",,,SRQ2880542,,
INC715976,"MRS Rewards,, Prod DB session build, sessions locks occuring.",,,SRQ2880543,,
INC716440,L/S Processing Defect - Status Date,,,ACT2582088,,
INC716440,L/S Processing Defect - Status Date,,,PRB66010,,
INC718810,MRS 2.0 update Terms and Conditions URL for Travel Pass Program Banamex ICA 1035,,,ACT2587167,,
INC720366,Issue when uploading a T&C HTML file through System Maintenance.,,,ACT2587167,,
INC720395,Different Information Between Expired Points - CS/Santander WebSite,,,ACT2597170,,
INC720395,Different Information Between Expired Points - CS/Santander WebSite,,,SRQ2785849,,
INC723908,Easy Savings Data Mart 2.0 Issue,,,PRB66331,,
INC724747,Keybank SSO issue,,,CHG162455,,
INC724747,Keybank SSO issue,,,PRB66567,,
INC725745,Citizens Cashback Plus ICA 5548 file not processed,,,ACT2614280,,
INC727126,CE users are receiving the 'Oops' page when using SSO from KeyBank.,,,ACT2598374,,
INC727126,CE users are receiving the 'Oops' page when using SSO from KeyBank.,,,PRB66477,,
INC729795,Surpreenda - Can not view expired in CS - MRS,,,ACT2612811,,
INC729832,Card 4427660691001059 could not change program,,,ACT2618370,,
INC730927,Phoenix Theme display issue validation in MTF,,,ACT2627099,,
INC730927,Phoenix Theme display issue validation in MTF,,,PRB66583,,
INC732327,Point balance discrepancy in CS and Webservice for non redeemer accounts,,,ACT2634496,,
INC732372,Redemption emails are not being recieved.,,,ACT2584732,,
INC732372,Redemption emails are not being recieved.,,,PRB66662,,
INC733665,mrs.pkg_cash_back_redemptions.prc_create_pwr_cashback_redemp has an unhandled exception that is causing the package to exit prematurely,,,ACT2641435,,
INC733665,mrs.pkg_cash_back_redemptions.prc_create_pwr_cashback_redemp has an unhandled exception that is causing the package to exit prematurely,,,PRB66696,,
INC734618,"Customer Service setup for parameters ""Points expired period display"" and ""Points set to expire period display"" are not reflecting in CE website.",,,ACT2589536,,
INC735593,ACT2639136-ACTACT2628380 - Need to address Security Exposure for Easy Savings reports,,,ACT2639136,,
INC735593,ACT2639136-ACTACT2628380 - Need to address Security Exposure for Easy Savings reports,,,PRB66797,,
INC735611,ACT2469990 - Datamart issue in MTF for EasySavings,,,ACT2636517,,
INC735611,ACT2469990 - Datamart issue in MTF for EasySavings,,,PRB66798,,
INC736828,MTF Txn date in the CS statment sort order appears inaccurate,,,ACT2586236,,
INC736828,MTF Txn date in the CS statment sort order appears inaccurate,,,PRB66840,,
INC737283,“MRS Allowing Redemption Cancelation for Items with Shipping Address set to NO”.,,,ACT2481945,,
INC737381,Surpreenda - Partners - New Balance Issue - URGENT,,,ACT2657676,,
INC737381,Surpreenda - Partners - New Balance Issue - URGENT,,,PRB66884,,
INC740028,Capital One Cash Back Issue in both MTF and PROD,,,ACT2525883,,
INC740028,Capital One Cash Back Issue in both MTF and PROD,,,PRB67022,,
INC740138,Catalog in MRS system Maintenance taking too long to load.,,,ACT2661366,,
INC740138,Catalog in MRS system Maintenance taking too long to load.,,,PRB67047,,
